"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSAccommodationFoodServices","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",445073,"Population Working in the Accommodation and Food Services Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSAdministrativeSupportWasteManagementRemediationServices","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",344439,"Population Working in the Administrative and Support and Waste Management Services Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSAgricultureForestryFishingHunting","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",23131,"Population Working in the Agriculture, Forestry, Fishing, and Hunting Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSConstruction","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",219380,"Population Working in the Construction Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSEducationalServices","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",405710,"Population Working in the Educational Services Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSHealthCareSocialAssistance","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",609739,"Population Working in the Health Care and Social Assistance Industry"
"geoId/13","US-GA","Georgia","dc/ndg1xk1e9frc2","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",424399,"Population of Person: Manufacturing (NAICS/31-33)"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSFinanceInsurance","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",189753,"Population Working in the Finance and Insurance Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSInformation","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",120025,"Population Working in the Information Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSArtsEntertainmentRecreation","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",61848,"Population Working in the Arts, Entertainment, and Recreation Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSMiningQuarryingOilGasExtraction","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",5817,"Population Working in the Mining, Quarrying, and Oil and Gas Extraction Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSOtherServices","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",117321,"Population Working in Other Services, Except Public Administration"
"geoId/13","US-GA","Georgia","dc/8p97n7l96lgg8","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",300824,"Population of Person: Transportation And Warehousing (NAICS/48-49)"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSUtilities","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",20817,"Utilities Workers"
"geoId/13","US-GA","Georgia","dc/p69tpsldf99h7","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",516175,"Population of Person: Retail Trade (NAICS/44-45)"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSRealEstateRentalLeasing","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",78009,"Real Estate and Rental and Leasing Workers"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSPublicAdministration","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",243528,"Public Administration Workers"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSWholesaleTrade","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",226698,"Wholesale Trade Workers"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSProfessionalScientificTechnicalServices","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",329245,"Professional, Scientific, and Technical Services Workers"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSManagementOfCompaniesEnterprises","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",91063,"Population Working in the Management of Companies and Enterprises Industry"
"geoId/13","US-GA","Georgia","Count_Worker_NAICSNonclassifiable","2023","BLS_QCEW","https://www.bls.gov/qcew/","","","",35009,"Unclassified Workers"
